loan_amnt,funded_amnt,term,int_rate,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,loan_status,purpose,addr_state,dti,delinq_2yrs,fico_range_low,fico_range_high,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,application_type
20000.0,20000.0, 36 months,0.1378,681.46,C,C5,< 1 year,OWN,36387.5,Source Verified,Current,medical,OH,13.0,0,642,646,5,10,0,8035.6,51.4,20,Individual
15000.0,15000.0, 36 months,0.1385,511.61,C,C5,10+ years,MORTGAGE,64822.15,Not Verified,Fully Paid,debt_consolidation,OH,7.67,0,765,769,0,8,1,199843.71,25.1,22,Individual
20000.0,20000.0, 36 months,0.065,613.02,A,A3,< 1 year,OWN,109840.17,Not Verified,Current,debt_consolidation,VA,15.17,0,696,700,1,7,0,19090.15,28.9,16,Individual
10000.0,10000.0, 60 months,0.1259,225.46,C,C5,10+ years,MORTGAGE,28104.46,Source Verified,Current,debt_consolidation,NJ,18.38,0,716,720,0,6,0,16508.27,36.5,17,Individual
15000.0,15000.0, 36 months,0.1496,519.68,D,D2,10+ years,MORTGAGE,32952.48,Verified,Current,medical,TX,0.0,0,702,706,0,10,1,10236.31,77.6,22,Joint App
12000.0,12000.0, 36 months,0.181,434.42,D,D2,8 years,RENT,63820.33,Verified,Charged Off,major_purchase,NY,8.82,0,620,624,0,10,1,33189.77,100.0,18,Individual
7500.0,7500.0, 60 months,0.1495,178.24,C,C1,7 years,RENT,22834.91,Source Verified,Fully Paid,debt_consolidation,MA,19.27,1,703,707,1,5,0,3850.05,71.4,11,Individual
5000.0,5000.0, 36 months,0.2362,195.16,E,E1,10+ years,MORTGAGE,31293.72,Verified,Charged Off,debt_consolidation,TX,5.75,0,638,642,1,6,1,3645.77,18.7,14,Individual
15000.0,15000.0, 36 months,0.0577,454.76,A,A5,< 1 year,RENT,90572.43,Not Verified,Charged Off,credit_card,NY,22.36,2,661,665,2,10,0,21657.33,74.8,23,Joint App
5000.0,5000.0, 36 months,0.1041,162.31,C,C5,10+ years,MORTGAGE,112876.1,Source Verified,Fully Paid,other,GA,14.18,0,721,725,0,12,0,7709.43,78.8,18,Individual
18000.0,18000.0, 36 months,0.1756,646.82,D,D3,2 years,MORTGAGE,30988.98,Verified,Current,debt_consolidation,AZ,10.4,1,711,715,1,9,1,7689.77,55.8,20,Individual
30000.0,30000.0, 36 months,0.1127,985.95,C,C5,6 years,RENT,32996.48,Source Verified,Fully Paid,debt_consolidation,FL,21.13,0,684,688,3,9,0,34888.98,47.5,18,Individual
7500.0,7500.0, 60 months,0.1086,162.54,B,B5,6 years,MORTGAGE,80982.54,Not Verified,Fully Paid,credit_card,MA,18.93,1,660,664,1,8,0,55564.43,38.3,17,Individual
15000.0,15000.0, 60 months,0.05,283.07,A,A5,10+ years,MORTGAGE,96284.72,Source Verified,Fully Paid,credit_card,GA,19.81,0,695,699,0,13,1,3236.94,96.4,22,Individual
20000.0,20000.0, 36 months,0.2263,770.35,E,E4,2 years,RENT,45111.59,Verified,Fully Paid,debt_consolidation,TX,19.61,0,691,695,1,7,0,1035.62,57.6,16,Individual
10000.0,10000.0, 36 months,0.1323,338.05,C,C4,4 years,RENT,35451.62,Not Verified,Charged Off,other,CA,16.39,0,708,712,0,11,0,2888.34,70.4,16,Individual
30000.0,30000.0, 60 months,0.1812,763.73,E,E3,10+ years,RENT,73262.37,Source Verified,Fully Paid,debt_consolidation,VA,6.15,0,723,727,2,10,0,3932.56,37.3,22,Individual
25000.0,25000.0, 36 months,0.1346,847.85,C,C3,5 years,MORTGAGE,65548.23,Verified,Fully Paid,medical,NY,4.49,1,704,708,1,11,0,6623.57,33.7,20,Individual
7500.0,7500.0, 36 months,0.1714,267.93,D,D2,4 years,MORTGAGE,51745.37,Verified,Fully Paid,major_purchase,MA,0.0,0,729,733,0,9,0,1834.46,58.6,20,Individual
5000.0,5000.0, 36 months,0.1778,180.22,D,D3,9 years,RENT,159161.18,Verified,Current,renewable_energy,WA,21.65,0,724,728,5,12,0,17348.52,84.3,17,Joint App
35000.0,35000.0, 36 months,0.182,1268.9,D,D2,1 year,RENT,61370.41,Source Verified,Fully Paid,debt_consolidation,IL,14.81,0,714,718,0,11,0,17520.99,78.9,21,Individual
30000.0,30000.0, 36 months,0.0938,959.24,C,C5,10+ years,RENT,26723.53,Verified,Fully Paid,vacation,GA,15.5,0,652,656,3,13,0,2875.97,75.7,20,Individual
12000.0,12000.0, 36 months,0.1229,400.25,C,C3,7 years,MORTGAGE,68068.69,Verified,Fully Paid,other,PA,1.58,0,666,670,4,11,0,8840.65,91.4,22,Individual
5000.0,5000.0, 36 months,0.1687,177.93,D,D3,2 years,MORTGAGE,35083.28,Source Verified,Fully Paid,car,FL,6.78,0,718,722,0,18,0,44700.36,38.3,27,Individual
15000.0,15000.0, 60 months,0.0956,315.45,B,B3,5 years,MORTGAGE,47818.64,Not Verified,Fully Paid,debt_consolidation,IN,7.9,0,669,673,2,7,0,6364.14,87.9,17,Individual
10000.0,10000.0, 36 months,0.0947,320.21,B,B2,1 year,MORTGAGE,83838.56,Not Verified,Current,debt_consolidation,TN,7.43,0,685,689,1,13,0,52729.14,59.3,21,Individual
30000.0,30000.0, 36 months,0.0858,948.16,A,A2,9 years,MORTGAGE,88782.3,Not Verified,Current,debt_consolidation,VA,15.75,0,741,745,0,13,3,23991.41,46.7,27,Individual
20000.0,20000.0, 36 months,0.184,727.1,E,E1,10+ years,OWN,12000.0,Not Verified,Charged Off,debt_consolidation,WA,11.4,1,720,724,4,15,1,7174.15,13.9,24,Joint App
18000.0,18000.0, 36 months,0.0656,552.2,A,A2,5 years,OWN,37612.47,Not Verified,Fully Paid,car,NY,28.93,0,711,715,2,6,0,18670.88,57.8,19,Joint App
10000.0,10000.0, 36 months,0.1268,335.41,C,C2,4 years,MORTGAGE,39061.22,Source Verified,Fully Paid,debt_consolidation,NJ,23.51,1,699,703,1,10,0,1417.09,80.6,22,Individual
18000.0,18000.0, 36 months,0.1284,605.07,C,C4,10+ years,RENT,52792.95,Verified,Current,other,MA,34.05,1,737,741,0,9,0,2883.99,48.4,23,Individual
10000.0,10000.0, 36 months,0.1153,329.92,C,C3,8 years,MORTGAGE,31208.55,Source Verified,Fully Paid,credit_card,IN,19.0,0,721,725,4,13,0,4175.35,61.9,17,Joint App
5000.0,5000.0, 60 months,0.2021,133.06,D,D2,10+ years,MORTGAGE,44550.82,Verified,Current,credit_card,AZ,1.35,0,715,719,2,7,0,14820.4,41.7,16,Individual
15000.0,15000.0, 60 months,0.0847,307.52,A,A3,1 year,RENT,50475.92,Verified,Current,home_improvement,TN,46.14,0,622,626,0,6,1,19340.33,61.7,13,Individual
15000.0,15000.0, 36 months,0.1632,529.71,C,C3,10+ years,MORTGAGE,19356.68,Not Verified,Charged Off,debt_consolidation,OH,13.26,0,700,704,1,10,0,6257.44,37.3,14,Individual
20000.0,20000.0, 36 months,0.1796,722.65,D,D4,6 years,RENT,47797.91,Source Verified,Charged Off,debt_consolidation,FL,21.66,0,682,686,3,9,1,18012.93,55.1,16,Joint App
25000.0,25000.0, 36 months,0.1814,905.61,D,D3,5 years,RENT,94988.96,Not Verified,Current,small_business,TN,24.01,1,678,682,0,14,0,2996.5,75.1,25,Individual
12000.0,12000.0, 36 months,0.0999,387.17,B,B2,10+ years,RENT,25241.01,Verified,Charged Off,debt_consolidation,CO,20.65,0,713,717,3,14,0,41740.95,58.3,24,Joint App
12000.0,12000.0, 36 months,0.2334,466.67,E,E3,< 1 year,MORTGAGE,57872.25,Not Verified,Charged Off,other,WA,8.17,1,711,715,0,13,0,6540.94,43.7,24,Individual
15000.0,15000.0, 60 months,0.1785,379.66,D,D1,2 years,RENT,55901.62,Source Verified,Fully Paid,home_improvement,CA,15.61,0,729,733,3,9,0,8749.24,41.1,20,Individual
10000.0,10000.0, 36 months,0.2071,375.28,E,E1,5 years,OWN,17998.7,Not Verified,Fully Paid,debt_consolidation,CA,8.13,0,701,705,0,13,0,16744.97,58.9,19,Individual
20000.0,20000.0, 60 months,0.1577,483.92,C,C4,4 years,RENT,43214.62,Verified,Fully Paid,debt_consolidation,WA,17.37,0,675,679,0,20,0,3317.8,27.1,32,Individual
15000.0,15000.0, 36 months,0.1105,491.41,C,C2,7 years,RENT,50708.92,Not Verified,Fully Paid,debt_consolidation,WA,7.52,0,673,677,0,9,2,6621.46,40.9,22,Individual
30000.0,30000.0, 36 months,0.199,1113.41,E,E4,5 years,MORTGAGE,113201.36,Not Verified,Fully Paid,debt_consolidation,AZ,17.89,0,780,784,0,9,0,1965.98,39.8,18,Individual
18000.0,18000.0, 36 months,0.2522,717.73,E,E1,10+ years,MORTGAGE,42962.09,Verified,Current,debt_consolidation,OH,17.33,0,748,752,0,10,1,25821.25,51.2,20,Individual
10000.0,10000.0, 36 months,0.1401,341.81,C,C2,10+ years,RENT,67068.48,Source Verified,Current,debt_consolidation,MD,30.48,1,703,707,1,6,0,2082.28,54.2,20,Individual
7500.0,7500.0, 36 months,0.0605,228.34,B,B3,10+ years,RENT,35046.41,Not Verified,Current,debt_consolidation,MA,21.71,0,651,655,0,6,0,24957.12,93.5,19,Individual
12000.0,12000.0, 36 months,0.1453,413.22,C,C2,5 years,RENT,64149.25,Verified,Fully Paid,debt_consolidation,NC,18.27,0,705,709,2,10,0,17941.87,48.3,21,Joint App
12000.0,12000.0, 36 months,0.0847,378.62,B,B5,5 years,MORTGAGE,90608.29,Source Verified,Current,debt_consolidation,MA,12.52,3,728,732,0,8,0,14573.29,93.0,16,Individual
12000.0,12000.0, 36 months,0.0914,382.37,B,B2,10+ years,MORTGAGE,19834.99,Not Verified,Current,car,CO,15.96,0,723,727,1,13,1,10129.89,85.8,29,Individual
10000.0,10000.0, 36 months,0.1383,340.93,B,B3,1 year,MORTGAGE,58333.72,Source Verified,Fully Paid,small_business,NJ,8.29,0,724,728,1,10,1,7132.33,70.1,22,Joint App
35000.0,35000.0, 36 months,0.2348,1363.67,E,E5,10+ years,MORTGAGE,73910.98,Not Verified,Fully Paid,credit_card,VA,23.69,2,745,749,0,10,0,2610.73,29.0,20,Individual
7500.0,7500.0, 60 months,0.1,159.34,A,A4,7 years,RENT,49555.09,Source Verified,Current,debt_consolidation,NC,21.1,2,682,686,2,6,1,7013.27,72.1,18,Individual
18000.0,18000.0, 36 months,0.1609,633.62,D,D2,10+ years,MORTGAGE,62046.64,Source Verified,Charged Off,other,IL,0.0,0,690,694,0,8,0,22646.54,45.0,18,Individual
5000.0,5000.0, 36 months,0.0956,160.31,B,B4,10+ years,OWN,84535.69,Verified,Fully Paid,debt_consolidation,GA,23.97,1,742,746,0,11,0,11431.55,67.8,15,Individual
12000.0,12000.0, 36 months,0.1033,389.06,B,B2,5 years,MORTGAGE,23684.7,Verified,Fully Paid,debt_consolidation,IN,18.18,0,653,657,1,9,1,2854.08,36.2,21,Individual
10000.0,10000.0, 36 months,0.083,314.76,A,A1,1 year,MORTGAGE,67884.95,Not Verified,Current,debt_consolidation,PA,32.4,3,724,728,1,6,0,3362.17,45.7,18,Individual
12000.0,12000.0, 60 months,0.0949,251.95,B,B1,10+ years,OWN,109763.57,Verified,Fully Paid,other,MD,7.77,2,733,737,0,6,0,2423.52,63.0,19,Individual
15000.0,15000.0, 36 months,0.1982,556.06,D,D3,4 years,MORTGAGE,41638.3,Not Verified,Default,small_business,MN,35.92,0,700,704,3,11,0,26619.43,73.5,20,Individual
15000.0,15000.0, 60 months,0.2174,412.04,E,E1,5 years,MORTGAGE,36859.33,Not Verified,Charged Off,credit_card,CA,23.59,0,706,710,3,15,0,8603.35,77.9,29,Individual
15000.0,15000.0, 36 months,0.1224,499.91,B,B5,10+ years,MORTGAGE,36792.36,Source Verified,Current,debt_consolidation,PA,21.7,0,702,706,3,10,0,12766.41,40.1,22,Individual
18000.0,18000.0, 60 months,0.1183,398.86,C,C5,10+ years,MORTGAGE,64408.93,Verified,Charged Off,debt_consolidation,NC,13.31,0,721,725,1,8,0,12271.93,57.1,13,Joint App
25000.0,25000.0, 36 months,0.1237,834.8,C,C2,3 years,MORTGAGE,126596.98,Verified,Fully Paid,small_business,PA,0.0,1,620,624,5,9,1,1296.92,79.1,22,Joint App
25000.0,25000.0, 36 months,0.2137,946.61,E,E4,1 year,RENT,187691.36,Not Verified,Fully Paid,credit_card,MO,18.94,0,749,753,3,8,0,18891.21,56.3,20,Individual
20000.0,20000.0, 60 months,0.1631,489.68,D,D5,< 1 year,RENT,138931.27,Verified,Fully Paid,debt_consolidation,PA,24.27,1,656,660,0,11,0,875.43,36.3,21,Individual
5000.0,5000.0, 60 months,0.1457,117.83,C,C2,6 years,OWN,44023.64,Not Verified,Fully Paid,home_improvement,TN,21.87,0,662,666,1,8,0,21008.34,66.3,14,Individual
35000.0,35000.0, 36 months,0.186,1275.92,D,D4,8 years,RENT,32332.84,Not Verified,Fully Paid,debt_consolidation,AZ,17.79,1,667,671,1,17,0,13073.71,68.1,24,Individual
30000.0,30000.0, 36 months,0.2064,1124.74,E,E1,3 years,RENT,21493.33,Source Verified,Fully Paid,debt_consolidation,IL,19.41,0,703,707,1,14,1,6157.29,37.1,23,Individual
18000.0,18000.0, 36 months,0.0799,563.95,A,A2,3 years,RENT,70803.75,Verified,Fully Paid,vacation,NY,13.04,0,696,700,2,7,2,2174.48,91.9,18,Joint App
15000.0,15000.0, 60 months,0.1606,365.27,C,C4,5 years,RENT,315764.04,Source Verified,Fully Paid,other,MO,17.63,2,677,681,2,14,0,4232.4,35.1,23,Joint App
10000.0,10000.0, 36 months,0.2257,384.84,E,E3,3 years,MORTGAGE,61314.93,Verified,Current,house,IN,14.56,1,694,698,1,7,0,10657.0,20.4,15,Individual
20000.0,20000.0, 36 months,0.1798,722.83,D,D3,10+ years,MORTGAGE,66540.31,Source Verified,Current,medical,CA,12.47,0,702,706,2,15,2,8524.6,41.9,29,Individual
25000.0,25000.0, 36 months,0.1494,865.94,C,C5,9 years,MORTGAGE,52791.78,Verified,Fully Paid,debt_consolidation,TN,3.15,0,685,689,2,7,1,21264.25,67.4,22,Individual
18000.0,18000.0, 36 months,0.1552,628.58,C,C4,10+ years,RENT,75633.92,Source Verified,Late (31-120 days),debt_consolidation,GA,18.17,1,676,680,3,9,0,4992.23,100.0,21,Joint App
15000.0,15000.0, 36 months,0.1228,500.2,B,B3,10+ years,RENT,37301.59,Source Verified,Fully Paid,debt_consolidation,MD,25.42,1,734,738,1,10,0,1133.23,68.9,19,Individual
10000.0,10000.0, 36 months,0.1289,336.42,C,C5,6 years,MORTGAGE,65829.7,Verified,Fully Paid,small_business,IL,3.88,1,643,647,4,9,0,9080.31,50.8,21,Individual
12000.0,12000.0, 36 months,0.1835,435.96,D,D2,6 years,RENT,45266.08,Source Verified,Default,home_improvement,TX,24.95,1,687,691,3,16,1,30879.05,28.8,21,Individual
18000.0,18000.0, 60 months,0.1255,405.45,C,C2,10+ years,OWN,72136.08,Not Verified,Current,debt_consolidation,NY,21.13,0,718,722,1,9,0,200000.0,72.4,17,Individual
5000.0,5000.0, 36 months,0.1692,178.06,D,D4,10+ years,MORTGAGE,53782.73,Source Verified,Current,house,TN,23.59,0,719,723,3,13,0,84055.66,63.3,26,Joint App
18000.0,18000.0, 36 months,0.2172,684.81,E,E4,10+ years,MORTGAGE,73983.61,Verified,Charged Off,major_purchase,CA,9.78,0,724,728,0,13,1,66730.05,58.1,22,Individual
20000.0,20000.0, 36 months,0.0783,625.14,B,B4,8 years,RENT,31349.53,Verified,Current,car,GA,16.42,1,716,720,0,12,0,1605.01,31.2,23,Individual
12000.0,12000.0, 36 months,0.1355,407.53,C,C4,6 years,OWN,104184.17,Source Verified,Fully Paid,debt_consolidation,TX,18.59,1,693,697,0,10,0,1116.15,49.7,15,Individual
5000.0,5000.0, 60 months,0.1196,111.13,C,C3,10+ years,MORTGAGE,97092.47,Verified,Current,credit_card,FL,25.08,0,658,662,0,10,0,21715.52,53.4,21,Individual
20000.0,20000.0, 36 months,0.1522,695.47,D,D3,10+ years,MORTGAGE,45283.7,Source Verified,Fully Paid,educational,CA,10.63,0,703,707,2,10,0,28783.93,58.2,24,Individual
7500.0,7500.0, 60 months,0.1119,163.79,B,B5,7 years,MORTGAGE,38623.9,Source Verified,Fully Paid,debt_consolidation,IL,19.15,0,702,706,0,6,0,2698.6,51.6,15,Individual
12000.0,12000.0, 60 months,0.1261,270.64,C,C3,3 years,OWN,25385.61,Source Verified,Current,debt_consolidation,NY,20.03,0,714,718,1,10,0,14261.9,91.5,19,Individual
18000.0,18000.0, 36 months,0.2133,681.2,E,E2,2 years,RENT,26934.64,Source Verified,Fully Paid,credit_card,CA,29.36,0,678,682,1,7,0,4251.61,34.4,17,Individual
20000.0,20000.0, 60 months,0.1265,451.44,C,C5,8 years,RENT,42829.3,Not Verified,Fully Paid,debt_consolidation,NJ,12.17,0,693,697,1,12,0,58421.53,93.5,17,Individual
25000.0,25000.0, 36 months,0.2008,930.05,E,E3,4 years,RENT,59420.82,Not Verified,Fully Paid,debt_consolidation,NC,13.71,0,685,689,0,13,0,6585.88,25.3,21,Joint App
15000.0,15000.0, 36 months,0.2818,621.88,G,G4,3 years,MORTGAGE,61134.35,Verified,Charged Off,debt_consolidation,VA,25.95,0,665,669,2,8,0,2929.94,30.6,17,Individual
15000.0,15000.0, 36 months,0.05,449.56,A,A3,1 year,RENT,154158.19,Verified,Fully Paid,debt_consolidation,CO,20.49,0,720,724,2,14,0,9011.15,12.5,24,Joint App
25000.0,25000.0, 36 months,0.0986,804.99,B,B1,< 1 year,MORTGAGE,39849.71,Not Verified,Current,debt_consolidation,TX,27.09,0,709,713,5,11,0,19720.68,25.7,13,Joint App
15000.0,15000.0, 36 months,0.2797,620.22,F,F5,10+ years,MORTGAGE,37545.18,Verified,Charged Off,credit_card,OH,18.63,0,743,747,0,9,0,22225.67,0.0,15,Joint App
15000.0,15000.0, 36 months,0.232,582.22,F,F3,1 year,MORTGAGE,51230.04,Verified,Fully Paid,debt_consolidation,AZ,19.82,0,777,781,3,13,0,5673.03,93.4,27,Individual
12000.0,12000.0, 36 months,0.0914,382.37,A,A3,10+ years,MORTGAGE,31268.38,Verified,Current,credit_card,MN,7.36,0,690,694,0,10,0,2780.7,48.1,23,Individual
12000.0,12000.0, 36 months,0.1013,387.94,A,A2,2 years,MORTGAGE,135614.89,Verified,Fully Paid,small_business,IL,2.92,0,724,728,1,15,0,16755.31,30.6,24,Individual
15000.0,15000.0, 36 months,0.0882,475.75,B,B4,10+ years,OWN,158839.33,Source Verified,Fully Paid,debt_consolidation,TX,12.99,0,710,714,0,8,0,13713.65,47.9,17,Individual
12000.0,12000.0, 36 months,0.2849,499.55,G,G4,10+ years,RENT,87146.39,Verified,Charged Off,house,FL,17.17,1,690,694,1,8,0,8764.56,21.9,15,Individual
12000.0,12000.0, 36 months,0.0805,376.32,B,B2,10+ years,MORTGAGE,94698.42,Source Verified,Fully Paid,debt_consolidation,IN,16.87,0,698,702,5,11,0,10654.65,73.7,16,Joint App
35000.0,35000.0, 36 months,0.1083,1142.97,C,C2,10+ years,MORTGAGE,49166.61,Verified,Current,debt_consolidation,NY,15.65,2,684,688,2,6,1,5730.24,33.4,18,Individual
12000.0,12000.0, 36 months,0.2125,453.65,E,E1,4 years,RENT,81121.2,Verified,Fully Paid,credit_card,MD,24.63,0,691,695,1,14,0,21991.35,51.8,32,Individual
10000.0,10000.0, 36 months,0.0761,311.58,A,A5,10+ years,RENT,114576.25,Not Verified,Fully Paid,debt_consolidation,TN,20.33,2,691,695,0,6,0,1143.75,74.3,15,Individual
12000.0,12000.0, 36 months,0.1215,399.43,C,C4,3 years,MORTGAGE,44670.68,Source Verified,Late (31-120 days),home_improvement,WA,20.65,0,707,711,0,7,2,20669.53,57.7,17,Individual
15000.0,15000.0, 36 months,0.083,472.15,B,B2,10+ years,MORTGAGE,127984.89,Source Verified,Fully Paid,debt_consolidation,TN,16.28,1,666,670,0,17,0,5284.58,53.5,27,Individual
30000.0,30000.0, 36 months,0.1982,1112.22,E,E2,6 years,RENT,53408.33,Verified,Fully Paid,moving,MN,2.62,0,686,690,1,13,0,26266.28,20.8,25,Individual
20000.0,20000.0, 36 months,0.1134,657.97,B,B5,< 1 year,OWN,51074.74,Not Verified,Fully Paid,medical,WA,25.52,0,650,654,0,14,0,41390.66,45.2,21,Individual
25000.0,25000.0, 36 months,0.1835,908.17,D,D2,10+ years,MORTGAGE,32004.51,Source Verified,Charged Off,home_improvement,TN,17.12,0,702,706,3,7,0,32653.87,72.3,12,Individual
25000.0,25000.0, 36 months,0.1796,903.36,D,D1,10+ years,MORTGAGE,61847.46,Not Verified,Current,major_purchase,NY,9.15,0,698,702,3,9,1,6006.38,78.2,18,Joint App
30000.0,30000.0, 36 months,0.0942,959.89,B,B5,2 years,MORTGAGE,106089.45,Not Verified,Fully Paid,other,FL,34.27,0,755,759,1,4,0,75887.72,51.7,13,Joint App
10000.0,10000.0, 36 months,0.0539,301.45,A,A1,10+ years,RENT,13962.0,Not Verified,Fully Paid,credit_card,IL,27.84,0,722,726,2,17,0,4125.95,59.7,23,Individual
15000.0,15000.0, 36 months,0.1497,519.75,C,C3,2 years,RENT,66563.6,Not Verified,Current,debt_consolidation,NC,18.56,1,699,703,0,12,0,9106.25,54.8,28,Individual
12000.0,12000.0, 60 months,0.1246,269.74,B,B4,2 years,RENT,83744.69,Not Verified,Charged Off,debt_consolidation,AZ,12.03,0,664,668,2,12,0,10069.45,36.0,21,Joint App
12000.0,12000.0, 36 months,0.1621,423.15,D,D2,10+ years,RENT,58192.7,Source Verified,Fully Paid,car,AZ,4.33,0,646,650,0,16,1,2481.66,0.0,24,Joint App
18000.0,18000.0, 60 months,0.1676,445.04,D,D5,4 years,OWN,16638.54,Source Verified,Late (31-120 days),home_improvement,PA,19.55,0,639,643,1,15,0,10451.62,42.0,29,Individual
12000.0,12000.0, 60 months,0.108,259.71,C,C1,< 1 year,RENT,23971.13,Not Verified,Current,medical,NY,9.59,0,735,739,0,8,2,13002.24,68.9,18,Individual
15000.0,15000.0, 60 months,0.138,347.48,C,C4,10+ years,RENT,51638.26,Verified,Current,medical,FL,17.49,0,706,710,4,7,0,7641.07,35.9,18,Individual
12000.0,12000.0, 36 months,0.1611,422.56,C,C4,8 years,MORTGAGE,19852.41,Source Verified,Late (31-120 days),credit_card,AZ,19.53,1,744,748,1,11,0,2490.58,8.0,21,Individual
10000.0,10000.0, 36 months,0.1842,363.61,D,D2,6 years,OWN,271340.72,Source Verified,Fully Paid,debt_consolidation,NJ,23.35,0,753,757,0,10,0,4864.74,30.7,19,Individual
12000.0,12000.0, 36 months,0.1632,423.77,C,C4,7 years,RENT,118024.18,Not Verified,Fully Paid,debt_consolidation,GA,24.45,0,699,703,2,13,1,116450.22,63.2,24,Individual
20000.0,20000.0, 36 months,0.0941,639.86,B,B2,10+ years,MORTGAGE,29086.13,Not Verified,Fully Paid,debt_consolidation,NJ,12.06,1,729,733,0,7,0,2808.58,19.4,16,Individual
15000.0,15000.0, 36 months,0.0804,470.31,B,B3,10+ years,RENT,91490.38,Source Verified,Fully Paid,vacation,MA,27.48,0,741,745,1,8,0,3445.52,63.5,16,Individual
35000.0,35000.0, 36 months,0.1526,1217.69,C,C2,10+ years,RENT,80985.32,Source Verified,Current,debt_consolidation,PA,18.32,0,683,687,0,11,0,2558.62,25.7,23,Individual
25000.0,25000.0, 36 months,0.1326,845.46,C,C1,10+ years,MORTGAGE,43585.1,Source Verified,Fully Paid,debt_consolidation,VA,11.7,0,719,723,0,8,0,4717.27,90.4,19,Individual
15000.0,15000.0, 60 months,0.1166,331.1,C,C4,2 years,RENT,97708.98,Source Verified,Fully Paid,debt_consolidation,CO,24.7,0,773,777,1,12,0,9682.86,27.3,21,Individual
10000.0,10000.0, 36 months,0.0981,321.77,A,A4,5 years,OWN,15492.61,Not Verified,Fully Paid,small_business,GA,31.3,3,627,631,0,10,0,3660.74,85.5,22,Individual
18000.0,18000.0, 36 months,0.1609,633.63,D,D4,8 years,OWN,44130.5,Verified,Fully Paid,medical,CO,21.62,0,659,663,2,16,0,3400.38,31.1,27,Individual
18000.0,18000.0, 60 months,0.0832,367.74,B,B2,9 years,MORTGAGE,39594.06,Not Verified,Fully Paid,small_business,IL,18.84,0,699,703,0,14,0,6173.7,11.8,29,Individual
15000.0,15000.0, 36 months,0.109,490.39,B,B5,3 years,RENT,159290.33,Source Verified,Fully Paid,credit_card,IL,25.26,0,696,700,0,15,0,200000.0,30.8,24,Individual
10000.0,10000.0, 60 months,0.1105,217.66,C,C2,10+ years,RENT,30447.9,Not Verified,Current,medical,MO,6.02,0,620,624,0,7,0,17604.99,38.5,17,Individual
15000.0,15000.0, 60 months,0.1153,330.14,B,B1,1 year,MORTGAGE,81732.4,Source Verified,Fully Paid,debt_consolidation,TX,6.65,0,687,691,2,18,0,1810.81,61.9,24,Individual
10000.0,10000.0, 36 months,0.1127,328.67,C,C2,1 year,RENT,35864.48,Verified,Fully Paid,credit_card,IL,24.41,2,664,668,1,9,0,7566.19,78.5,17,Individual
30000.0,30000.0, 36 months,0.1038,973.34,B,B4,3 years,MORTGAGE,102503.26,Source Verified,Fully Paid,debt_consolidation,FL,26.53,3,742,746,0,9,0,5488.45,33.6,24,Individual
15000.0,15000.0, 36 months,0.1348,508.85,C,C3,10+ years,RENT,41816.1,Verified,Fully Paid,debt_consolidation,PA,11.02,0,736,740,0,7,0,16460.9,40.1,15,Individual
10000.0,10000.0, 36 months,0.134,338.86,C,C1,< 1 year,MORTGAGE,26143.42,Source Verified,Fully Paid,debt_consolidation,OH,9.39,1,713,717,0,13,1,16259.9,69.9,22,Individual
10000.0,10000.0, 36 months,0.0807,313.68,B,B3,10+ years,RENT,53211.64,Not Verified,Fully Paid,debt_consolidation,MA,12.04,0,750,754,1,13,0,28718.71,32.6,18,Individual
18000.0,18000.0, 36 months,0.0971,578.35,B,B1,10+ years,RENT,89886.91,Source Verified,Late (31-120 days),debt_consolidation,NC,25.04,0,742,746,2,12,0,1138.2,67.9,28,Individual
18000.0,18000.0, 36 months,0.2306,697.34,E,E1,2 years,MORTGAGE,74136.5,Not Verified,Fully Paid,debt_consolidation,NY,14.13,0,771,775,2,8,0,5461.95,33.7,16,Individual
15000.0,15000.0, 36 months,0.127,503.22,C,C4,5 years,MORTGAGE,22121.36,Source Verified,Fully Paid,credit_card,CA,12.79,0,721,725,2,15,0,15991.9,60.3,26,Individual
15000.0,15000.0, 36 months,0.1127,493.03,C,C2,2 years,MORTGAGE,20766.95,Verified,Fully Paid,debt_consolidation,IL,11.63,2,706,710,3,13,0,10287.48,10.0,28,Individual
15000.0,15000.0, 36 months,0.0633,458.59,A,A4,5 years,RENT,36825.96,Source Verified,Fully Paid,major_purchase,IL,20.35,1,727,731,0,11,3,16774.6,70.9,23,Individual
12000.0,12000.0, 60 months,0.1111,261.58,C,C4,7 years,RENT,30002.63,Not Verified,Fully Paid,debt_consolidation,MN,8.67,0,665,669,2,14,0,22483.87,37.4,26,Individual
30000.0,30000.0, 36 months,0.0973,964.18,C,C4,10+ years,RENT,31532.38,Not Verified,Fully Paid,debt_consolidation,TN,18.2,0,720,724,0,7,0,25596.71,48.8,18,Individual
15000.0,15000.0, 36 months,0.1274,503.5,C,C3,< 1 year,MORTGAGE,41079.56,Source Verified,Fully Paid,debt_consolidation,AZ,0.0,1,678,682,0,8,0,2552.43,75.2,17,Individual
5000.0,5000.0, 36 months,0.1715,178.64,D,D1,10+ years,RENT,77275.52,Verified,Current,small_business,CA,13.91,0,723,727,1,13,1,14808.17,34.3,23,Joint App
